"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S372","prolific","Domains","2024-11-20 18:49:58",11.1073666666667,"chrome 130.0.0","false","Windows 10",1536,703,"Automatic","Female",65,"Bachelor","Engineering, Computer Science",FALSE,"White","Australia",4,NA,0,3,5,4,4,0,4,5,3,5,2,4,2,4,4,3,4,5,6,3,5,1,3,3,4,3,5,5,5,1,5,5,6,6,1,5,3,3,4,2,5,1,4,5,1,5,3,2,5,4,1,1,1,0,5,4,5,5,5,1,5,6,5,4,4,3,4,2,6,5,4,5,0,2,6,4,6,0,5,4,3,4,5,5,5,4,2,2,5,6,4,3,3,4,4,5,4,5,2,5,6,5,4,3,5,4,6,4,3,4,3,6,2,5,2,4,5,5,2,5,5,4,5,5,1,5,4,3
"S066","prolific","Dimensions","2024-11-19 10:06:07",18.6359666666667,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Female",49,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,4,3,2,5,0,3,4,0,1,6,3,3,5,6,1,0,3,3,1,5,3,5,5,6,0,5,3,5,0,2,5,6,5,0,5,4,3,5,5,5,0,6,5,0,4,0,2,2,4,0,0,0,0,4,2,4,5,6,0,2,6,3,6,5,0,2,2,3,2,5,3,5,0,3,3,5,0,3,4,4,5,3,3,4,5,4,2,3,6,2,1,4,3,2,2,5,2,3,4,3,2,3,2,3,4,6,2,1,2,5,6,1,1,5,1,3,5,5,4,5,2,5,3,3,5,2,6
"S126","prolific","Random","2024-11-19 12:22:27",27.15585,"chrome 131.0.0","false","Windows 10",1536,735,"Automatic","Female",29,"Bachelor","Political Science, Law",FALSE,"White","United Kingdom",3,NA,0,1,0,5,6,0,4,6,0,1,3,2,2,6,4,5,4,3,0,4,4,0,6,0,4,0,6,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,6,6,0,3,2,3,3,2,4,3,6,2,4,4,0,6,0,5,5,4,6,0,0,6,0,6,0,2,0,2,0,6,6,4,0,6,4,2,6,4,1,0,5,3,2,2,5,0,2,6,2,0,5,2,5,6,6,2,0,1,3,0,2,0,2,6,6,0,1,6,6,4,2,3,4,5,6
"S001","prolific","Domains","2024-11-18 13:33:08",19.5929833333333,"chrome 131.0.0","false","Windows 10",1920,945,"Automatic","Male",33,"High school",NA,TRUE,"Hispanic/Latino","United States",4,"I was not aroused during this study. ",0,0,0,6,6,0,6,2,0,0,0,6,0,6,0,0,6,4,6,0,6,5,0,6,0,6,6,1,6,0,2,6,6,5,0,6,0,2,5,0,6,0,0,6,0,6,0,0,6,1,1,4,4,0,4,0,4,6,0,4,6,6,0,0,4,0,0,6,0,6,2,5,0,0,6,0,2,0,2,0,0,0,6,4,0,0,6,0,4,6,4,0,0,4,4,5,1,5,5,4,0,1,6,6,1,5,6,6,0,5,0,6,5,5,5,2,6,6,0,6,6,5,4,6,0,1,6,5
"S035","prolific","Random","2024-11-19 07:36:52",17.2448166666667,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Female",41,"Bachelor","Education",FALSE,"White","United Kingdom",4,NA,0,0,6,6,6,0,6,6,0,4,3,6,0,3,6,4,6,3,6,3,6,0,4,6,0,0,5,0,6,0,5,6,6,6,0,6,4,5,6,3,6,0,5,6,0,6,3,0,6,6,2,0,0,0,6,2,6,5,5,2,6,6,3,6,0,0,6,0,2,0,3,6,0,0,6,0,6,0,6,4,0,0,6,6,6,0,6,0,0,6,3,1,4,6,6,0,6,5,3,6,4,6,3,6,6,6,6,0,4,3,6,6,0,2,6,6,5,0,5,6,6,4,5,6,0,2,4,6
"S111","prolific","Domains","2024-11-19 11:41:03",5.17256666666667,"chrome 131.0.0","false","Windows 10",1010,578,"Automatic","Female",32,"Master","Political Science, Law",FALSE,"White","United Kingdom",4,NA,0,0,0,5,3,0,4,4,0,0,3,5,1,3,0,0,2,3,5,0,6,0,3,3,4,2,4,0,4,0,3,3,6,3,0,3,0,0,3,3,4,0,0,2,0,2,0,0,5,3,1,0,0,0,3,0,0,3,0,1,4,6,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,0,0,1,0,0,4,6,3,1,4,0,0,6,0,4,4,3,0,1,2,3,0,1,2,0,1,2,0,2,6,3,0,0,0,3,0,3,0,0,0,0,0,2,4,1,0,2,0,0,0,0
"S165","prolific","Domains","2024-11-19 14:33:40",37.5370666666667,"chrome 130.0.0","false","Windows 10",798,772,"Automatic","Male",39,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",4,NA,0,5,4,4,5,0,5,5,5,4,4,1,1,5,2,5,3,1,4,4,6,2,5,6,1,5,5,3,5,1,5,5,6,5,0,6,4,1,4,1,6,0,1,5,0,6,4,2,5,5,0,3,2,0,3,1,6,5,3,1,4,6,4,3,3,4,4,4,2,3,3,2,1,0,5,2,6,0,1,4,0,2,5,3,5,1,4,3,1,6,2,4,2,1,4,1,1,2,3,3,4,5,3,1,3,4,6,2,2,2,1,4,2,1,5,3,6,0,1,2,5,4,4,3,3,4,3,5
"S212","prolific","Random","2024-11-19 17:31:13",14.315,"edge-chromium 130.0.0","false","Windows 10",1854,900,"Automatic","Male",42,"High school",NA,FALSE,"Mixed","United Kingdom",2,NA,0,2,2,3,3,0,2,2,1,4,2,5,3,3,3,2,1,3,3,2,4,3,5,3,2,2,2,4,3,0,2,4,6,4,2,5,4,3,3,2,2,1,2,4,0,3,4,0,3,1,2,2,4,0,2,2,3,3,5,1,3,6,1,2,2,1,3,2,2,3,4,1,2,3,3,4,4,0,1,4,4,2,2,2,2,3,3,3,4,6,3,0,3,3,4,2,2,4,2,3,2,4,2,3,2,2,6,2,1,6,0,4,2,2,3,2,3,3,0,2,3,2,4,4,3,1,2,2
"S161","prolific","Domains","2024-11-19 14:32:42",7.06618333333333,"edge-chromium 131.0.0","false","Windows 10",1912,1084,"Automatic","Female",32,"High school",NA,FALSE,"White","United Kingdom",NA,NA,0,1,4,3,6,0,3,6,1,3,6,5,1,4,4,3,5,4,5,3,6,4,5,5,6,5,4,6,4,5,6,5,6,6,0,1,5,3,6,1,4,0,0,5,5,4,2,1,6,5,1,0,0,0,1,4,6,5,4,1,5,6,3,3,1,0,6,4,2,5,3,4,0,0,5,0,6,0,4,0,0,0,4,4,6,0,6,3,6,6,2,5,6,6,6,3,3,3,6,6,3,6,6,6,4,6,6,6,5,6,3,6,6,6,6,6,3,1,2,6,6,6,6,6,4,6,3,6
"S443","prolific","Dimensions","2024-11-21 16:19:19",30.3953166666667,"firefox 132.0.0","false","Windows 10",764,738,"Automatic","Male",28,"Bachelor","Business, Economics",FALSE,"Black","United Kingdom",3,NA,0,2,2,3,4,0,2,4,1,4,2,5,3,5,3,6,3,2,5,1,6,3,4,4,5,4,5,0,5,2,1,5,6,5,0,2,0,5,1,0,5,0,1,5,3,5,1,0,3,4,0,0,0,0,6,1,1,5,4,0,4,6,4,3,0,2,2,0,0,4,3,3,0,0,4,0,2,0,1,1,0,1,3,4,2,2,4,1,5,6,4,0,1,1,1,1,4,0,3,3,4,5,1,0,3,0,6,0,2,0,0,4,0,1,3,1,0,5,1,4,4,0,2,4,4,2,0,1
"S480","prolific","Domains","2024-11-22 01:54:43",22.21455,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Female",53,"Bachelor","Business, Economics",FALSE,"White","United States",4,NA,0,2,2,5,4,0,2,3,3,4,4,4,5,4,3,2,4,4,4,4,6,1,2,5,2,1,4,2,4,4,3,4,6,3,1,2,4,2,5,4,6,2,3,4,2,4,1,1,5,5,1,2,2,0,4,2,2,1,5,1,5,6,3,2,5,1,4,2,3,2,2,5,1,1,5,2,5,0,2,5,1,1,5,5,1,4,5,5,5,6,5,5,2,2,5,5,5,5,5,4,5,1,4,5,3,4,6,5,4,4,3,2,3,3,4,5,4,5,3,5,5,5,4,5,4,5,5,5
"S343","prolific","Random","2024-11-20 12:14:35",8.88788333333333,"safari 15.6.1","false","Mac OS",1280,712,"Automatic","Female",45,"Master","Mathematics, Physics",TRUE,"White","United Kingdom",4,NA,0,4,6,2,4,0,1,1,1,5,3,1,0,5,4,5,1,3,1,3,4,3,1,5,1,1,3,3,2,3,1,4,6,5,1,5,3,1,3,1,2,1,1,5,2,3,6,1,3,3,0,0,1,0,4,2,3,4,3,0,4,6,5,4,1,2,6,1,4,2,4,1,2,5,3,4,5,0,1,1,1,1,4,3,4,1,1,2,3,6,2,0,1,1,1,1,3,1,4,4,4,4,2,1,3,1,5,2,3,4,5,5,1,3,4,3,4,4,5,2,2,2,4,3,5,2,1,4
"S317","prolific","Random","2024-11-20 02:42:47",18.9496166666667,"crios 131.0.6778","true","iOS",980,1928,"Automatic","Female",27,"Bachelor","Political Science, Law",FALSE,"White","Australia",NA,NA,0,0,2,3,5,0,3,5,3,0,4,3,5,5,1,6,5,4,2,1,4,4,5,5,0,1,5,2,5,2,4,0,6,5,0,4,1,0,0,4,5,0,5,5,1,5,4,0,5,1,0,0,0,0,1,2,0,2,4,0,5,6,3,1,0,0,5,1,0,0,4,1,0,0,4,2,6,0,5,1,0,0,4,1,4,5,4,4,2,6,1,0,5,4,2,1,0,0,4,2,4,0,4,1,2,1,5,2,5,3,5,4,0,1,3,0,3,6,4,3,3,0,1,3,3,1,1,3
"S497","prolific","Domains","2024-11-22 08:29:20",13.9691666666667,"chrome 130.0.0","false","Windows 10",1536,738,"Automatic","Female",34,"Associate's Degree",NA,NA,"White","United States",4,NA,0,2,4,5,6,0,6,4,5,4,1,5,2,4,1,5,4,2,5,5,6,2,2,5,1,4,4,2,5,3,3,5,6,5,6,6,5,6,5,4,4,2,5,6,3,4,4,3,5,5,3,4,2,0,6,4,4,5,4,4,5,6,5,5,4,4,5,5,5,4,4,6,1,4,6,5,6,0,5,5,4,6,6,5,6,5,4,5,5,6,6,5,2,4,5,6,0,6,5,5,4,5,4,5,4,6,6,5,4,5,3,6,5,4,5,6,4,5,4,4,6,6,6,5,5,4,6,4
"S054","prolific","Random","2024-11-19 09:37:56",17.4508,"chrome 130.0.0","false","Windows 10",1536,695,"Automatic","Male",60,"High school",NA,FALSE,"White","Ireland",4,"No comment",0,2,4,4,5,0,2,3,2,5,2,5,2,5,2,5,4,4,3,2,6,2,4,6,2,4,4,2,6,2,2,6,6,6,2,6,2,5,5,2,6,2,2,6,2,5,3,2,5,3,2,2,2,0,5,2,5,6,4,2,4,6,2,2,2,2,3,5,4,1,4,4,1,2,5,2,5,0,4,2,5,5,5,5,4,4,5,2,4,6,4,2,5,2,4,3,5,4,5,5,5,4,3,3,4,2,6,2,4,4,5,4,4,4,5,4,4,2,3,5,5,2,4,4,2,4,2,5
"S342","prolific","Random","2024-11-20 12:14:10",9.75068333333333,"chrome 131.0.0","false","Mac OS",1280,654,"Automatic","Female",27,"Master","Medicine",FALSE,"Southeast Asian","United Kingdom",4,NA,0,4,1,5,1,0,3,4,0,0,0,5,1,3,1,0,0,4,4,3,5,0,0,3,0,0,3,4,3,5,1,2,6,6,0,5,3,3,4,3,0,0,4,5,4,2,5,1,4,4,0,0,0,0,2,0,0,4,5,0,2,6,5,2,1,0,2,0,4,4,1,5,1,0,4,4,5,0,4,4,1,0,4,3,1,2,3,4,2,6,4,1,0,4,2,4,3,4,4,1,3,1,3,4,1,1,6,4,3,2,0,6,1,0,0,1,3,3,1,4,1,2,1,4,0,1,4,4
"S246","prolific","Dimensions","2024-11-19 19:48:55",26.8128333333333,"chrome 131.0.0","false","Windows 10",1280,585,"Automatic","Female",32,"Bachelor","Business, Economics",FALSE,"White","United Kingdom",4,NA,0,4,1,4,5,0,3,5,0,1,4,4,4,6,5,2,6,4,5,3,5,0,0,6,1,4,5,1,5,0,6,6,6,0,2,6,0,5,4,5,6,0,5,6,0,6,3,0,6,5,3,0,0,0,5,4,4,6,4,3,6,6,4,1,1,0,1,4,2,2,1,4,0,3,5,0,6,0,4,4,0,2,5,4,5,5,5,2,4,6,3,4,4,2,4,3,5,5,4,4,5,4,6,4,5,3,6,3,2,5,1,5,3,4,4,5,6,6,4,5,6,4,4,6,6,6,4,6
"S282","prolific","Random","2024-11-19 20:52:21",22.4982333333333,"edge-chromium 131.0.0","false","Windows 10",1272,650,"Automatic","Female",38,"Bachelor","Business, Economics",FALSE,"Mixed","United Kingdom",4,NA,0,2,4,2,3,0,2,4,2,6,0,5,0,4,0,2,4,3,4,0,3,3,0,4,0,3,2,1,4,4,2,6,6,6,0,4,6,5,5,4,6,4,5,6,4,4,6,0,5,4,1,0,0,0,5,1,2,6,4,0,6,6,0,2,0,3,0,3,2,3,4,5,0,3,6,6,6,0,4,6,2,3,6,6,5,6,5,3,4,6,5,3,3,2,3,3,4,5,3,4,5,2,4,2,5,4,6,3,5,3,3,6,2,3,5,4,2,2,3,4,4,4,4,4,2,2,3,4
"S450","prolific","Dimensions","2024-11-21 16:31:58",12.7263833333333,"edge-chromium 131.0.0","false","Windows 10",1592,748,"Automatic","Female",39,"High school",NA,FALSE,"White","United States",4,NA,0,2,4,0,6,0,1,4,0,0,2,6,2,6,3,6,6,6,4,3,6,0,6,6,0,0,6,1,4,4,4,6,6,6,0,6,6,3,4,4,6,0,5,6,0,6,6,0,6,5,0,0,0,0,5,0,6,6,6,1,6,6,0,1,0,4,0,0,4,0,0,6,0,0,6,0,6,0,0,6,0,0,6,1,4,0,6,4,5,6,0,1,0,0,0,0,6,4,4,2,6,0,6,1,4,0,6,0,2,3,0,0,0,5,5,6,6,6,6,6,6,3,2,6,4,3,0,6
"S144","prolific","Domains","2024-11-19 12:55:28",10.7544333333333,"edge-chromium 131.0.0","false","Windows 10",1272,594,"Automatic","Female",32,"High school",NA,FALSE,"Middle Eastern/North African","United States",4,"Some of the wording for the questions related to seeing if we are paying attention is kind of strange.",0,2,2,4,3,0,2,3,4,2,5,2,5,3,5,6,3,3,3,3,4,2,5,5,2,1,4,5,5,0,3,5,6,4,3,6,2,6,6,6,5,0,6,6,0,6,0,1,3,4,1,1,2,0,6,0,0,6,4,0,3,6,4,4,2,1,4,1,3,4,3,4,1,0,2,1,6,0,2,3,3,2,4,4,4,5,2,2,2,6,3,2,6,3,4,1,5,3,4,1,3,6,6,3,2,3,6,1,3,3,0,6,2,1,5,5,3,3,1,3,6,5,4,3,2,2,4,3
"S287","prolific","Dimensions","2024-11-19 21:05:48",18.9232,"firefox 132.0.0","false","Mac OS",1528,764,"Automatic","Male",51,"Master","Communication Studies",FALSE,"White","United Kingdom",3,NA,0,6,2,5,3,0,1,5,4,4,2,2,4,5,5,1,4,3,2,1,5,4,5,5,6,1,4,5,4,1,2,4,6,4,0,5,1,4,4,1,4,4,2,5,1,4,4,6,4,1,0,1,1,0,3,5,3,3,5,0,4,6,1,2,2,1,1,1,2,3,3,5,2,1,5,6,4,0,2,1,0,1,5,4,6,1,5,1,1,6,2,1,2,2,2,1,5,4,2,3,4,4,2,1,5,3,6,1,1,2,5,4,1,2,2,1,6,4,5,4,1,3,4,2,1,5,2,5
"S133","prolific","Dimensions","2024-11-19 12:46:53",8.02623333333333,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Female",46,"Master","Education",TRUE,"White","Afghanistan",4,NA,0,0,0,3,4,0,3,0,0,0,6,2,0,0,0,0,3,3,0,3,4,3,6,3,0,0,3,3,4,0,3,3,6,3,3,3,0,3,3,3,3,0,3,3,0,4,0,0,4,0,3,4,4,0,3,0,3,3,3,3,3,6,6,0,2,0,0,3,3,3,3,3,0,3,4,0,4,0,4,3,3,2,4,4,0,3,4,3,0,6,4,0,3,2,3,3,3,3,3,0,2,2,3,3,0,2,6,2,0,0,0,3,3,0,3,3,0,3,2,4,4,3,3,3,2,0,3,0
"S102","prolific","Dimensions","2024-11-19 11:23:13",21.1521833333333,"edge-chromium 131.0.0","false","Windows 10",1272,604,"Automatic","Female",45,"Master","Health",FALSE,"East Asian","United Kingdom",4,NA,0,1,5,4,5,0,2,6,5,2,5,5,1,5,5,1,5,6,2,2,5,2,4,5,1,2,6,5,6,1,5,5,6,5,2,5,4,4,4,1,5,0,4,5,1,5,5,0,4,2,2,0,0,0,4,1,3,5,3,0,4,6,2,2,1,5,3,1,0,2,4,5,1,1,6,4,5,0,5,3,1,4,5,2,5,1,2,2,6,6,2,0,3,3,4,1,5,3,1,2,4,5,6,2,2,5,6,1,3,6,3,5,1,2,5,3,2,1,5,2,5,1,4,5,0,2,4,6
"S464","prolific","Domains","2024-11-21 17:49:07",13.3315666666667,"ios 18.0.1","true","iOS",980,1684,"Automatic","Female",26,"Master","Psychology, Neuroscience",FALSE,"White","United Kingdom",4,NA,0,1,1,2,2,0,5,0,1,4,2,4,5,4,5,2,5,1,4,4,5,4,5,4,0,1,4,2,5,0,5,6,6,6,0,6,0,5,6,1,5,0,5,6,0,6,0,0,6,5,1,1,2,0,5,2,5,5,5,0,5,6,5,6,4,0,6,0,5,2,4,6,0,3,6,4,6,0,4,5,5,2,5,5,4,5,6,1,2,6,5,2,3,4,2,3,4,5,6,4,5,4,4,2,4,4,6,1,2,4,2,6,4,5,5,4,4,6,5,4,5,2,6,4,3,5,1,1
"S040","prolific","Dimensions","2024-11-19 08:58:43",8.34153333333333,"safari 17.2.1","false","Mac OS",1403,769,"Automatic","Female",30,"Bachelor","Business, Economics",FALSE,"White","Australia",4,NA,0,6,5,3,5,0,2,5,4,5,5,5,2,3,2,1,5,4,2,5,5,4,4,5,6,6,4,5,2,4,2,2,6,4,3,4,5,5,4,2,2,2,3,4,3,2,4,4,6,5,4,4,4,0,3,4,4,2,5,3,5,6,6,3,4,2,6,5,4,4,4,5,2,4,4,5,4,0,4,4,4,4,4,5,5,2,2,6,4,6,5,5,5,4,2,2,2,5,4,5,5,5,2,3,5,3,6,2,6,4,4,4,2,2,4,4,5,2,5,3,2,3,4,4,4,5,2,4
"S410","prolific","Dimensions","2024-11-21 12:42:55",5.65313333333333,"edge-chromium 131.0.0","false","Windows 10",1912,964,"Automatic","Female",35,"Bachelor","Medicine",FALSE,"Hispanic/Latino","United States",4,NA,0,5,5,4,5,0,4,2,2,3,4,5,4,3,5,3,5,5,5,4,4,4,3,4,3,4,5,1,5,4,5,5,5,5,3,4,2,4,3,4,5,4,3,2,4,5,3,4,5,4,1,4,4,0,5,2,3,3,5,1,5,6,4,5,3,3,1,4,4,4,5,4,5,4,5,4,5,0,5,5,3,4,5,4,4,5,5,4,4,6,4,4,4,5,4,4,4,3,4,3,5,4,4,3,4,3,6,4,2,3,4,5,1,3,3,5,4,4,4,5,4,5,5,4,5,3,2,4
"S028","prolific","Domains","2024-11-19 02:44:40",16.6399166666667,"chrome 131.0.0","false","Windows 10",1536,702,"Automatic","Male",19,"High school",NA,TRUE,"Hispanic/Latino","United States",0,NA,0,1,0,3,4,0,2,3,0,2,3,3,4,4,4,4,5,4,4,0,6,2,4,3,2,0,4,4,4,0,0,3,6,5,0,4,4,0,2,1,6,3,2,6,0,4,0,0,2,3,0,0,0,0,4,2,5,4,0,0,4,6,5,1,0,0,3,2,0,0,2,3,0,0,4,0,6,0,0,4,1,0,3,3,4,4,2,2,3,6,3,0,4,2,1,0,4,4,2,2,2,3,4,1,0,3,6,2,2,3,1,6,0,1,1,1,0,4,4,0,1,1,3,4,2,0,1,0
"S073","prolific","Dimensions","2024-11-19 10:15:48",14.7358333333333,"chrome 130.0.0","false","Mac OS",1440,812,"Automatic","Female",20,"Bachelor","Engineering, Computer Science",FALSE,"Black","United Kingdom",4,NA,0,6,6,6,6,0,6,6,3,6,6,6,6,6,3,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,3,6,6,6,6,6,6,6,1,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,2,0,6,6,6,6,6,4,6,1,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
"S183","prolific","Dimensions","2024-11-19 15:42:30",10.4732166666667,"chrome 131.0.0","true","Android OS",980,2273,"Automatic","Female",33,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,6,4,4,6,0,2,3,3,4,3,5,0,4,4,1,6,5,4,5,5,4,2,5,4,2,5,6,5,0,4,5,6,5,1,5,2,5,4,4,5,0,3,4,1,4,5,0,6,6,0,0,0,0,5,4,0,4,5,1,6,6,3,0,1,5,4,0,4,5,2,6,0,0,6,0,5,0,4,6,2,5,5,5,5,5,5,6,5,6,6,1,4,2,4,0,6,6,4,5,5,4,5,0,5,2,6,2,1,6,4,5,2,2,4,2,5,1,5,6,6,2,6,5,4,5,3,3
"S060","prolific","Domains","2024-11-19 09:51:23",14.86385,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Female",34,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,4,5,4,4,0,3,4,2,5,5,4,2,2,5,4,4,4,3,5,4,2,3,4,2,4,4,5,2,5,2,4,6,3,2,4,5,4,4,4,4,3,5,5,4,4,3,0,4,3,1,3,3,0,4,3,3,4,3,2,3,6,5,4,3,2,4,4,4,4,4,5,0,0,4,5,5,0,2,5,4,4,5,4,5,5,3,4,3,6,3,2,3,2,3,2,3,4,3,3,2,3,3,2,3,2,6,3,5,4,2,4,4,3,3,3,3,4,3,3,4,3,4,4,5,4,4,2
"S168","prolific","Domains","2024-11-19 14:34:47",10.0762166666667,"edge-chromium 131.0.0","false","Windows 10",1272,594,"Automatic","Male",28,"Master","Political Science, Law",FALSE,"White","United Kingdom",4,NA,0,2,4,3,4,0,5,4,1,1,4,4,5,4,5,0,2,3,4,1,5,5,1,6,4,2,3,1,1,1,2,4,6,6,4,5,1,4,4,1,4,2,5,5,5,5,4,1,4,1,1,1,1,0,4,1,2,5,4,2,4,6,4,5,1,0,0,4,2,4,5,5,0,0,5,4,5,0,3,5,1,4,5,4,4,4,5,2,4,6,3,1,4,5,3,2,5,5,4,4,5,5,5,3,4,2,6,1,2,2,1,5,4,4,4,4,4,4,0,4,2,2,5,4,4,4,3,4
"S414","prolific","Random","2024-11-21 13:09:02",8.92815,"edge-chromium 131.0.0","false","Windows 10",1352,626,"Automatic","Male",59,"Bachelor","Mathematics, Physics",FALSE,"White","United States",2,NA,0,2,0,3,4,0,5,5,0,1,1,4,2,6,4,4,3,3,2,2,3,1,3,4,0,1,4,1,4,0,4,2,6,4,0,4,1,1,4,1,5,0,1,3,2,4,3,0,3,4,3,1,0,0,3,0,3,3,5,2,4,6,4,2,0,1,2,0,1,1,0,4,2,0,3,3,4,0,3,4,1,1,3,3,2,4,3,1,3,6,1,1,2,3,4,4,4,4,2,2,3,4,2,4,3,3,6,3,1,4,0,4,5,2,2,4,4,3,1,3,1,4,4,4,0,3,4,3
"S177","prolific","Domains","2024-11-19 14:48:55",10.01455,"chrome 131.0.0","false","Windows 10",1920,953,"Automatic","Female",32,"Bachelor","Arts and Humanities",FALSE,"White","United States",2,"no",0,2,0,0,4,0,3,5,0,2,4,4,4,4,5,0,5,3,1,1,6,6,6,6,0,2,3,1,5,2,0,1,6,4,1,0,0,2,0,0,5,0,1,5,2,5,5,0,5,5,0,0,1,0,4,2,2,1,4,0,4,6,4,2,0,0,0,2,1,2,4,6,0,0,4,0,5,0,4,1,1,0,4,4,3,0,1,2,3,6,0,1,5,0,0,0,1,0,1,1,2,5,0,0,4,0,6,0,0,2,5,0,0,0,0,1,2,5,0,0,4,0,1,4,2,3,0,2
